group_id,label,orbital_period_days,eccentricity,impact_parameter,transit_duration_hours,transit_depth,radius_ratio_rp_rs,inclination_deg,a_over_rs,planet_radius_rearth,semi_major_axis_au,equilibrium_temp_k,insolation_earth,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun
EPIC 220356827.01,0,4.7535,,,,,,89.9707,,1.5147,0.0559,,594.594,5986.0,4.222,0.03,1.27,0.982
EPIC 220471100.01,0,7.3274,,,,,,89.9968,,2.1225,0.076,,104.428,5197.0,4.609,0.108,0.96,1.365
EPIC 220492298 b,1,0.762406,,,,,0.01,92.6,3.2,0.99,,,,5620.0,4.5,0.28,0.89,
EPIC 220554210 c,1,0.70531,,,,,0.0145,91.3,3.0,1.6,,,,5499.0,4.5,-0.23,1.0,
EPIC 220674823 b,1,0.5713127,0.0,0.24,1.54,241.0,0.01553,85.2,2.855,1.676,0.01314,2299.0,4656.0,5578.0,4.408,-0.005,0.99,0.913
EPIC 220674823 c,1,13.33989,0.17,0.53,3.661,693.0,0.02659,88.62,23.32,2.84,0.1073,804.0,70.0,5578.0,4.408,-0.005,0.99,0.913
EPIC 228682364.01,0,0.872893,,,3.4368,68394.0,,,,,,,,,,,,
EPIC 228729473.01,0,16.77217,,0.63,12.4008,1990.0,0.0448,,6.8,19.29,,1173.0,,4898.0,,,3.88053,
EPIC 228836835 b,1,0.728113,,,,,0.0299,89.7,6.4,1.1,,,,3782.0,5.0,-0.18,0.32,
EPIC 229004835 b,1,16.141132,0.23,,,,,88.08,,2.332,0.1237,804.0,69.7,5868.0,,-0.12,0.999,0.97
EPIC 246022853.01,0,10.7228,,,,,,89.9955,,1.2998,0.0879,,175.686,5909.0,4.287,-0.147,1.114,0.883
EPIC 246048459.01,0,2.0507,,,,,,90.0112,,0.4064,0.0258,,232.818,4514.0,4.703,-0.368,0.645,0.769
EPIC 246163416.01,0,0.8768,,,,,,140.52,,8.4683,0.0034,,4001.692,3734.0,4.724,-0.101,0.515,0.512
EPIC 246851721 b,1,6.180235,,0.647,4.10808,4640.0,0.0681,86.21,9.8,11.780659,0.07229,1401.0,642.0,6202.0,4.157,0.141,1.586,1.317
EPIC 248847494 b,1,3650.0,0.0,0.79,53.6,1800.0,0.042,89.87,,12.44199,4.5,183.0,0.19,4898.0,3.52,-0.23,2.7,0.9
EPIC 249893012 b,1,3.5951,0.06,0.42,4.33,,0.0104,86.14,5.93,1.95,0.047,1616.0,1037.0,5430.0,3.99,0.2,1.71,1.05
EPIC 249893012 c,1,15.624,0.07,0.6,6.37,,0.0197,87.94,15.79,3.67,0.13,990.0,160.0,5430.0,3.99,0.2,1.71,1.05
EPIC 249893012 d,1,35.747,0.15,0.25,9.56,,0.0211,89.47,27.42,3.94,0.22,752.0,53.0,5430.0,3.99,0.2,1.71,1.05
EPIC 251281013.01,0,3.287912,,,2.9928,107725.00000000001,,,,,,,,5137.0,4.36236,,1.01769,0.87
EPIC 251286992.01,0,0.505602,,,1.776,410848.0,,,,,,,,4830.0,4.4144,,0.907577,0.78
EPIC 251292508.01,0,1.288312,,,1.9896,241728.99999999997,,,,,,,,3412.0,4.67151,,0.57612,0.568153
EPIC 251307609.01,0,0.598197,,,1.9608,379662.99999999994,,,,,,,,5132.0,4.18405,,1.2496,0.87
EPIC 251308775.01,0,2.804246,,,3.924,69100.0,,,,,,,,5938.45,3.70201,-0.408,2.42516,1.08
EPIC 251314585.01,0,0.691617,,,1.9608,98244.0,,,,,,,,5285.0,3.91131,,1.74944,0.91
EPIC 251315031.01,0,0.540527,,,1.8912,333733.99999999994,,,,,,,,5187.17,4.35186,-0.1545,1.03596,0.88
EPIC 251327548.01,0,11.349445,,,5.8632,59759.0,,,,,,,,6002.0,4.02464,,1.6958,1.11
EPIC 251330444.01,0,5.998652,,,10.8,83190.00000000001,,,,,,,,4930.0,,,2.66723,
EPIC 251345848.01,0,2.883162,,,3.132,37899.0,,,,,,,,6100.45,4.33075,-0.082,1.21341,1.15
EPIC 251345849.01,0,0.545251,,,1.9608,139220.0,,,,,,,,6074.26,4.31071,-0.556,1.23632,1.14
EPIC 251347050.01,0,0.493967,,,2.148,17723.0,,,,,,,,7437.0,4.09251,,1.9409,1.7
EPIC 251353301.01,0,0.504475,,,1.8528,87373.0,,,,,,,,6963.0,4.36169,,1.35063,1.53
EPIC 251356484.01,0,0.781949,,,2.6016,186838.00000000003,,,,,,,,5480.9,4.01992,-0.106,1.58567,0.96
EPIC 251356953.01,0,5.21459,,,4.0944,555674.0,,,,,,,,5457.16,4.41909,-0.445,0.996212,0.95
EPIC 251383916.01,0,1.332797,,,3.924,645357.0,,,,,,,,6519.0,4.51302,,1.06188,1.34
EPIC 251390801.01,0,0.592255,,,1.9608,312313.0,,,,,,,,5660.49,4.40155,-0.201,1.04814,1.01
EPIC 251393748.01,0,8.07181,,,3.2304,190291.0,,,,,,,,5709.51,4.25823,-0.1157,1.24106,1.018
EPIC 251393916.01,0,0.678473,,,1.812,58984.0,,,,,,,,5744.27,4.0497,-0.279,1.5871,1.03
EPIC 251394139.01,0,26.286249,,,8.7024,110497.0,,,,,,,,5980.95,4.24181,-0.3396,1.31469,1.1
EPIC 251404897.01,0,0.660085,,,1.9608,273793.0,,,,,,,,4401.0,4.1475,,1.16067,0.69
EPIC 251411166.01,0,3.37433,,,6.12,23276.0,,,,,,,,4708.0,,,3.77637,
EPIC 251809286.01,0,9.485826,,,15.3408,52542.0,,,,,,,,,,,,
EPIC 251809628.01,0,7.220585,,,5.3856,38587.0,,,,,,,,,,,,
G 9-40 b,1,5.7459982,0.0,0.513,1.693,,0.0575,89.03,30.46,1.9,0.0418,440.6,6.27,3395.0,4.84,-0.07,0.3026,0.2952
GJ 9827 b,1,1.208974,,0.3,,,,87.6,,1.44,0.0189,1035.01,,4236.0,4.719,-0.29,0.58,0.62
GJ 9827 c,1,3.648103,,0.23,,,,89.09,,1.13,0.0395,715.94,,4236.0,4.719,-0.29,0.58,0.62
GJ 9827 d,1,6.20183,,0.891,,,,87.41,19.739,1.98,0.053,675.0,34.9,4236.0,4.7,-0.29,0.58,0.62
HAT-P-54 b,1,3.799847,0.074,0.741,,,0.1572,87.04,14.34,10.581296,0.04117,818.0,,4390.0,4.667,-0.127,0.617,0.645
HAT-P-56 b,1,2.79083,,,,11000.0,,82.13,6.37,16.92559,,,,6566.0,3.39,0.0,1.47,1.42
HATS-11 b,1,3.619188,,0.14,,,0.1071,,6.92,18.03,0.0507,1596.0,,6563.0,4.19,0.03,1.54,1.33
HATS-12 b,1,3.142702,,0.43,,,0.0606,,5.2,7.76,0.0441,1446.0,,6357.0,4.36,-0.1,1.17,1.16
HATS-36 b,1,4.175186,,0.17,,,0.1077,,10.32,12.92,0.0523,1203.0,,5950.0,4.4,0.15,1.1,1.1
HATS-9 b,1,1.915291,,0.16,,,0.0814,,4.44,13.85,0.0312,1746.0,,5599.0,4.1,0.38,1.56,1.1
HD 106315 b,1,9.55237,0.093,0.67,3.775,,0.01728,87.54,15.07,2.44,0.0907,1153.0,,6327.0,4.252,-0.311,1.296,1.091
HD 106315 c,1,21.05704,0.22,0.52,4.638,,0.03086,88.61,25.5,4.35,0.1536,886.0,,6327.0,4.252,-0.311,1.296,1.091
HD 137496 b,1,1.62116,0.0,0.27,3.28,57.5,0.0076,85.8,3.7,1.31,0.02732,2130.0,,5799.0,4.05,-0.03,1.59,1.04
HD 137496 c,1,479.9,0.477,,,,,,,,1.2163,370.0,,5799.0,4.05,-0.03,1.59,1.04
HD 224018 b,1,10.6413,0.06,,,,0.0073,86.7,,0.91,0.0952,968.0,,5784.0,4.32,0.05,1.147,1.013
HD 224018 c,1,36.57669,0.02,,,,0.01935,89.8,,2.42,0.217,641.0,,5784.0,4.32,0.05,1.147,1.013
HD 224018 d,1,138.0731,0.04,,,,0.01927,89.9,,2.4,0.53,411.0,,5784.0,4.32,0.05,1.147,1.013
HD 3167 b,1,0.959641,0.0,,,,,83.4,,1.67,0.01796,1774.0,1650.0,5261.0,,0.04,0.88,0.837
HD 3167 c,1,29.8454,0.06,,,,,89.3,,3.0,0.1776,564.0,16.9,5261.0,,0.04,0.88,0.837
HD 3167 d,1,8.4112,0.12,,,,,,,,0.0763,,,5261.0,,0.04,0.88,0.837
HD 3167 e,1,96.63,0.15,,,,,,,,0.3885,,,5261.0,,0.04,0.88,0.837
HD 73344 b,1,15.611,0.03,0.783,3.304,,0.02217,88.082,23.556,2.884,0.131,911.0,,6252.6,4.372,0.143,1.22,1.2
HD 80653 b,1,0.719573,0.0,,,,,82.1,,1.613,0.01661,2463.0,6130.0,5959.0,,0.255,1.22,1.18
HD 89345 b,1,11.8143,0.22,0.645,5.7336,1509.0,0.0389,87.21,13.11,7.39794,0.1066,1089.0,,5576.0,4.016,0.421,1.747,1.157
HIP 116454 b,1,9.1004157,0.215,0.34,2.431,889.0000000000001,0.02981,88.91,22.46,2.469,0.0792,753.2,51.2858,5048.0,4.582,0.0,0.758,0.8
HIP 41378 b,1,15.57208,,,,,,,,2.595,,959.0,140.0,6320.0,4.294,-0.1,1.273,1.16
HIP 41378 c,1,31.70603,,,,,,,,2.727,,757.0,54.0,6320.0,4.294,-0.1,1.273,1.16
HIP 41378 d,1,278.3618,,,,,,,,3.54,,367.0,3.01,6320.0,4.294,-0.1,1.273,1.16
HIP 41378 e,1,369.0,,,,,,,,4.92,,335.0,2.1,6320.0,4.294,-0.1,1.273,1.16
HIP 41378 f,1,542.07975,,,,,,,,9.2,,294.0,1.24,6320.0,4.294,-0.1,1.273,1.16
K2-10 b,1,19.30553,,,,,,,,3.773,,649.0,42.1,5533.0,4.47,-0.07,0.956,0.88
K2-100 b,1,1.6739035,0.0,0.791,,,0.02867,81.27,5.21,3.88,0.0301,1841.0,1915.0,5945.0,4.33,0.22,1.24,1.15
K2-101 b,1,14.6762429,,0.41,,,0.024,,31.82,2.0,0.1124,618.0,,4927.0,4.59,0.07,0.76,0.82
K2-102 b,1,9.915615,0.1,0.43,2.66,,0.017,89.0,25.3,1.3,,,,4695.0,,0.14,0.71,0.77
K2-104 b,1,1.9741954,,0.39,,,0.034,,10.89,1.79,0.0242,798.0,,3712.0,4.78,0.18,0.48,0.51
K2-105 b,1,8.26726,,,,,,,,3.4,,805.0,100.0,5373.0,4.45,0.22,0.905,0.94
K2-107 b,1,3.313959,,0.74,,,0.081,,6.42,15.98,0.0475,1649.0,,6061.0,4.04,0.14,1.81,1.3
K2-108 b,1,4.733999,,0.33,,,0.0277,,9.86,5.33,0.0581,1360.0,,5599.0,4.02,0.36,1.76,1.17
K2-11 b,1,39.93767,,,,700.0000000000001,,,45.08,7.55,0.2257,734.0,,5433.0,,-0.12,5.15,1.35
K2-110 b,1,13.86375,0.13,,,,,89.35,,2.592,0.10207,638.0,27.7,5010.0,,-0.34,0.713,0.738
K2-111 b,1,5.3518,0.1,,,,,86.43,,1.82,0.0565,1309.0,490.0,5775.0,,-0.46,1.25,0.84
K2-111 c,1,15.6805,0.071,,,,,,,,0.11569,,,5775.0,,-0.46,1.25,0.84
K2-113 b,1,5.817685,,0.72,,,0.0898,,12.08,12.14,0.0642,1098.0,,5660.0,4.27,0.27,1.24,1.04
K2-114 b,1,11.390931,0.079,0.378,3.9696,13610.0,0.1167,89.16,24.4,10.59248676,0.0944,701.4,,4899.0,4.534,0.42,0.832,0.863
K2-115 b,1,20.2729914,0.063,0.655,3.8736,16030.0,0.12659,88.912,35.62,11.80305668,0.1415,696.0,,5870.0,4.538,-0.198,0.855,0.918
K2-116 b,1,4.655411,0.06,,,,0.009402,89.09,15.37,0.69,0.048,,78.6,4348.35,,,0.6694,0.694512
K2-117 b,1,1.2916,,0.39,,,0.0363,,7.87,2.03,0.0189,868.0,,3778.0,4.75,-0.05,0.51,0.54
K2-117 c,1,5.444017,,0.4,,,0.0368,,18.52,2.06,0.0492,537.0,,3778.0,4.75,-0.05,0.51,0.54
K2-118 b,1,50.92092,0.2,,,,0.031741,89.5,71.82,2.54,0.245,,4.3,4726.29,,,0.734626,0.756446
K2-119 b,1,7.727283,,0.41,,,0.0328,,19.23,2.53,0.0698,666.0,,4740.0,4.62,-0.05,0.71,0.76
K2-12 b,1,8.28246,0.5,,,,,87.6,,2.44,0.0792,1026.0,185.0,5672.0,,0.0,1.117,0.965
K2-121 b,1,5.185738,,,,,,,,7.16,,716.0,62.5,4526.0,4.63,0.04,0.675,0.71
K2-122 b,1,2.2193023,,0.43,,,0.018,,13.61,1.16,0.0373,769.0,,4009.0,4.69,0.32,0.59,0.63
K2-123 b,1,30.951524,,0.39,,,0.0427,,61.21,2.76,0.1649,338.0,,4035.0,4.69,0.03,0.59,0.62
K2-124 b,1,6.413651,,0.47,1.68,,0.069,89.03,28.0,2.9,0.049,442.0,,3570.0,4.858,0.023,0.388,0.39
K2-125 b,1,21.750264,0.08,,,,0.049811,89.72,63.31,2.18,0.121,,2.0,3654.47,,,0.402049,0.494727
K2-126 b,1,7.385655,,0.4,,,0.0279,,20.29,1.97,0.0656,601.0,,4339.0,4.66,0.02,0.65,0.69
K2-127 b,1,3.588163,,0.58,,,0.1162,,11.46,8.37,0.0411,809.0,,4575.0,4.65,-0.11,0.66,0.72
K2-128 b,1,5.675819,0.23,,,,0.016752,87.4,15.46,1.42,0.056,,68.8,4469.51,,,0.777569,0.711248
K2-129 b,1,8.239493,0.13,,,,0.026595,89.21,34.37,1.04,0.057,,4.5,3459.09,,,0.36001,0.360031
K2-13 b,1,39.91488,,,,580.0,,,79.69,1.89,0.2114,511.0,,5698.0,,-0.54,0.78,0.8
K2-130 b,1,2.49412,0.17,,,,0.015399,86.53,9.26,1.25,0.032,,136.4,4356.47,,,0.744261,0.69563
K2-131 b,1,0.3693038,0.0,,,,,85.0,,1.69,0.00936,2223.0,4070.0,5120.0,,-0.04,0.7595,0.803
K2-132 b,1,9.1751,,0.848,,,0.0325,,,14.5717,,,,4840.0,3.297,-0.01,3.85,1.08
K2-133 b,1,3.07133,,0.63,,,0.027,87.6,,1.34,0.03194,,,3655.0,,,0.455,0.461
K2-133 c,1,4.86784,,0.64,,,0.0323,88.21,,1.603,0.04341,,,3655.0,,,0.455,0.461
K2-133 d,1,11.02454,,0.37,,,0.0404,89.4,,2.003,0.07487,,,3655.0,,,0.455,0.461
K2-133 e,1,26.5841,,0.928,1.44,987.0,0.0348,89.164,,1.73,0.1346,296.0,1.8,3655.0,,,0.455,0.461
K2-136 b,1,7.9752,0.14,0.22,2.67,,0.0137,,,1.014,0.0707,610.0,33.5,4500.0,4.68,-0.02,0.677,0.742
K2-136 c,1,17.30713,0.047,0.31,3.449,,0.04064,,,3.0,0.1185,470.0,11.91,4500.0,4.68,-0.02,0.677,0.742
K2-136 d,1,25.575,0.071,0.677,3.04,,0.02119,,,1.565,0.1538,420.0,7.07,4500.0,4.68,-0.02,0.677,0.742
K2-137 b,1,0.179719,,,,,0.02,93.1,2.1,0.64,,,,3697.0,5.0,-0.059,0.29,
K2-138 b,1,2.35309,0.048,0.419,2.01,,0.016,87.2,8.5,1.51,0.03385,,,5356.3,4.54,0.14,0.863,0.935
K2-138 c,1,3.56004,0.045,0.369,2.38,,0.02439,88.1,11.1,2.299,0.04461,,,5356.3,4.54,0.14,0.863,0.935
K2-138 d,1,5.40479,0.043,0.241,2.7,,0.02532,89.0,14.7,2.39,0.05893,,,5356.3,4.54,0.14,0.863,0.935
K2-138 e,1,8.26146,0.077,0.468,2.97,,0.03599,88.6,19.5,3.39,0.0782,,,5356.3,4.54,0.14,0.863,0.935
K2-138 f,1,12.75758,0.062,0.56,3.2,,0.03085,88.8,26.1,2.904,0.10447,,,5356.3,4.54,0.14,0.863,0.935
K2-138 g,1,41.96797,0.059,0.558,4.75,,0.03187,89.4,57.7,3.013,0.23109,,,5356.3,4.54,0.14,0.863,0.935
K2-139 b,1,28.380619,,0.17,,,0.0951,,47.25,9.11,0.1796,524.0,,5370.0,4.54,0.24,0.88,0.96
K2-14 b,1,8.36802,,,,9430.0,,,30.16,4.81,0.0627,488.0,,3789.0,,-0.37,0.45,0.47
K2-140 b,1,6.569188,0.0,0.42,3.81,15570.0,0.117,88.3,14.1,13.56286665,0.068,962.0,204.0,5585.0,4.4,0.1,1.06,0.96
K2-141 b,1,0.2803244,0.0,,,,,86.3,,1.51,0.00747,2103.0,3260.0,4570.0,,0.0,0.681,0.708
K2-141 c,1,7.7485,0.092,,,,,87.2,,7.0,0.0683,695.0,39.1,4570.0,,0.0,0.681,0.708
K2-146 b,1,2.6446,0.129,,,,0.0572,88.93,,2.05,,,,3385.0,,,0.33,0.331
K2-146 c,1,4.00498,0.075,,,,0.0612,87.54,,2.19,,,,3385.0,,,0.33,0.331
K2-147 b,1,0.961939,0.38,0.5,0.9024,545.0,0.0234,83.6,5.86,1.47286006,0.01575,1077.0,,3690.0,4.665,-0.02,0.578,0.563
K2-148 b,1,4.38395,,,,,0.0193,,16.7,1.33,0.0454,,48.8,4079.0,4.653,-0.11,0.632,0.65
K2-148 c,1,6.9226,,,,,0.0251,,27.3,1.73,0.0616,,26.5,4079.0,4.653,-0.11,0.632,0.65
K2-148 d,1,9.7579,,,,,0.0238,,36.3,1.64,0.0774,,16.8,4079.0,4.653,-0.11,0.632,0.65
K2-149 b,1,11.332,,,,,0.0264,,34.3,1.64,0.083,,7.0,3745.0,4.707,0.11,0.568,0.595
K2-15 b,1,11.8104,,,,1210.0,,,28.84,2.48,0.091,676.0,,5131.0,,-0.46,0.68,0.72
K2-150 b,1,10.59357,,,,,0.042,,32.2,2.0,0.0727,,4.9,3499.0,4.822,0.09,0.436,0.457
K2-151 b,1,3.835476,,0.44,,,0.0303,,17.36,1.49,0.0373,566.0,,3695.0,4.8,-0.19,0.45,0.47
K2-152 b,1,32.6479,,0.25,4.0,1590.0,0.0344,,58.8,2.29,0.1716,337.0,,4044.0,4.67,0.12,0.61,0.63
K2-153 b,1,7.51574,,0.42,2.3,1290.0,0.0348,,23.6,2.0,0.0614,497.0,,3845.0,4.73,-0.09,0.53,0.55
K2-154 b,1,3.67626,,0.44,1.7,1100.0,0.0288,,14.5,1.99,0.0405,715.0,,4097.0,4.65,0.21,0.63,0.65
K2-154 c,1,7.95486,,0.42,2.1,1100.0,0.03,,24.9,2.07,0.0677,552.0,,4097.0,4.65,0.21,0.63,0.65
K2-155 b,1,6.342,,0.34,2.4096,680.0,0.0261,88.3,18.5,1.8,0.0562,708.0,,4258.0,4.6,-0.3,0.58,0.65
K2-155 c,1,13.85,,0.45,3.528,1030.0,0.0321,88.96,27.0,2.6,0.0946,583.0,,4258.0,4.6,-0.3,0.58,0.65
K2-155 d,1,40.718,,0.44,4.464,740.0,0.0273,89.61,63.3,1.9,0.1937,381.0,,4258.0,4.6,-0.3,0.58,0.65
K2-156 b,1,0.813143,,,,,0.0162,89.8,4.4,1.1,,,,4460.0,4.7,-0.33,0.62,
K2-157 b,1,0.3652575,,0.03,1.161,99.00000000000001,0.00996,89.2,2.405,0.935,0.00962,2432.0,6660.0,5334.0,4.45,0.02,0.86,0.89
K2-158 b,1,10.06049,,0.38,3.8,700.0000000000001,0.0255,,19.1,2.64,0.0887,794.0,,5503.0,4.45,0.07,0.95,0.92
K2-158 c,1,5.90279,,0.41,5.0,150.0,0.0123,,11.3,1.28,0.0622,948.0,,5503.0,4.45,0.07,0.95,0.92
K2-159 b,1,12.42205,,0.44,3.3,650.0,0.025,,27.9,2.26,0.1013,684.0,,5425.0,4.56,-0.07,0.83,0.9
K2-16 b,1,7.6188,,0.68,2.487,,0.02796,87.97,19.0,2.02,0.0667,658.0,44.5,4742.0,4.51,-0.33,0.66,0.68
K2-16 c,1,19.07863,,0.86,3.859,,0.03526,87.83,22.8,2.54,0.1229,485.0,13.1,4742.0,4.51,-0.33,0.66,0.68
K2-160 b,1,3.705871,,,,,0.031888,88.25363,14.684713,3.17824034,,,,5649.0,4.61,0.07,0.913754,0.982829
K2-161 b,1,9.283188,,,,,0.021837,87.25087,10.790043,6.11721229,,,,4972.0,3.63,-0.03,2.568173,0.986876
K2-162 b,1,9.45889,,0.41,3.0,266.9,0.019,,23.6,1.44,0.0795,631.0,,4842.0,4.63,-0.17,0.69,0.75
K2-163 b,1,6.673117,,,,,0.029663,88.25311,15.663288,2.46610713,,,,4937.0,4.71,0.14,0.762201,0.826112
K2-164 b,1,17.355066,,,,,0.013565,87.88981,13.912102,3.24925008,,,,5791.0,3.81,-0.23,2.196069,1.180894
K2-165 b,1,2.354992,,,,,0.014535,87.08276,9.208522,1.27443657,,,,5185.0,4.46,-0.05,0.803827,0.834847
K2-165 c,1,4.382745,,,,,0.017725,87.05435,10.510761,1.55409035,,,,5185.0,4.46,-0.05,0.803827,0.834847
K2-165 d,1,14.101361,,,,,0.030202,89.0019,27.729097,2.64809498,,,,5185.0,4.46,-0.05,0.803827,0.834847
K2-166 b,1,8.52695,,0.4,3.7,160.0,0.0124,,11.1,2.19,0.0858,1140.0,,5960.0,4.09,0.09,1.61,1.16
K2-167 b,1,9.978541,0.48,0.55,3.6,206.0,0.01436,86.8,13.37,2.36509493,0.0932,1220.0,,6310.0,4.122,-0.456,1.499,1.084
K2-168 b,1,15.8523,,0.32,,,0.01812,89.4,25.42,1.86,,766.35,,5502.7,,,0.83,0.877
K2-169 b,1,6.380803,,,,,0.012701,87.83658,13.592261,1.27328671,,,,5548.0,4.56,0.26,0.919053,0.986144
K2-17 b,1,17.96753,,,,990.0,,,39.38,2.23,0.119,487.0,,4320.0,,0.15,0.66,0.71
K2-170 b,1,7.576544,,,,,0.013245,87.98893,14.299758,1.41817537,,,,5748.0,4.34,-0.11,0.981614,0.963657
K2-170 c,1,12.400047,,,,,0.016828,88.6676,20.900713,1.8017647,,,,5748.0,4.34,-0.11,0.981614,0.963657
K2-171 b,1,5.628466,,,,,0.014341,85.04821,5.470213,2.68657205,,,,5250.0,3.95,-0.09,1.717458,0.891587
K2-172 b,1,14.316941,,,,,0.017579,88.91352,25.147602,1.66608079,,,,5569.0,4.61,-0.06,0.868889,0.934356
K2-172 c,1,29.62682,,,,,0.033824,89.49725,44.208935,3.20569097,,,,5569.0,4.61,-0.06,0.868889,0.934356
K2-173 b,1,5.868699,,,,,0.017487,87.82563,12.982789,1.60826194,,,,5580.0,4.52,-0.25,0.843154,0.881538
K2-174 b,1,19.562307,,0.02,5.808,,0.036,89.95,26.6,2.6,0.126,455.0,,4455.0,4.625,0.113,0.676,0.7
K2-175 b,1,9.525988,,,,,0.013158,87.49426,11.060886,2.03803688,,,,5909.0,4.11,0.05,1.420038,1.094693
K2-176 b,1,5.329439,,,,,0.015817,88.06252,13.810807,1.49090097,,,,5428.0,4.63,0.15,0.86416,0.938545
K2-177 b,1,14.155185,,,,,0.015987,87.21955,10.638946,2.1162048,,,,6063.0,4.38,0.41,1.213565,1.210525
K2-178 b,1,8.747818,,,,,0.036763,88.61078,18.513049,3.55790985,,,,5525.0,4.55,0.09,0.887267,0.95109
K2-179 b,1,5.172191,,,,,0.029992,88.75496,20.135239,2.51267885,,,,5015.0,4.63,0.03,0.768067,0.824345
K2-18 b,1,32.939623,0.2,,,,,,,2.37,0.1429,284.0,,3457.0,,0.12,0.411,0.359
K2-18 c,1,8.962,0.47,,,,,,,,0.06,363.0,,3457.0,,,0.411,0.359
K2-180 b,1,8.865663,0.075,0.33,2.8488,987.0,0.03141,89.15,22.63,2.46597575,0.0756,797.5,,5365.0,4.591,-0.578,0.719,0.735
K2-181 b,1,6.8941,,,,,,,,2.69,,949.0,192.0,5528.0,4.35,0.18,1.06,0.96
K2-182 b,1,4.7369696,0.071,0.27,2.56632,988.0,0.03143,88.91,14.11,2.71257333,0.05174,965.8,,5128.0,4.56,0.022,0.789,0.823
K2-183 b,1,0.469285,,,,,0.0117,90.1,2.5,1.1,,,,5482.0,4.6,0.09,0.87,
K2-183 c,1,10.787992,,,,,0.0242,90.5,22.0,2.3,,,,5482.0,4.6,0.09,0.87,
K2-183 d,1,22.620344,,,,,0.0244,89.9,49.0,2.3,,,,5482.0,4.6,0.09,0.87,
K2-184 b,1,16.9780102,,0.42,,,0.018,,48.36,1.47,0.1685,533.0,,5245.0,4.62,-0.1,0.75,0.84
K2-185 b,1,10.616384,,0.74,2.6,,0.0111,,21.5,1.15,,809.0,,5788.0,4.48,-0.1,0.94,0.96
K2-185 c,1,52.713494,,0.73,4.64,,0.0232,,62.62,2.39,,477.0,,5788.0,4.48,-0.1,0.94,0.96
K2-186 b,1,41.474219,,,,,0.02965,89.52426,48.939252,3.17207779,,,,5784.0,4.45,0.06,0.98083,1.018617
K2-187 b,1,0.77401,,,,,0.0132,89.7,3.9,1.2,,,,5438.0,4.6,0.0,0.83,
K2-187 c,1,2.871512,,,,,0.0154,90.4,9.2,1.4,,,,5438.0,4.6,0.0,0.83,
K2-187 d,1,7.149584,,,,,0.0259,90.3,18.0,2.4,,,,5438.0,4.6,0.0,0.83,
K2-187 e,1,13.606629,,,,,0.0206,90.1,28.0,1.9,,,,5438.0,4.6,0.0,0.83,
K2-188 b,1,1.742169,,0.4,,,0.0104,,4.67,1.35,0.0289,1692.0,,5977.0,4.31,-0.01,1.19,1.06
K2-188 c,1,7.810253,,0.37,,,0.0218,,15.56,2.83,0.0785,1026.0,,5977.0,4.31,-0.01,1.19,1.06
K2-189 b,1,2.58812,,,,,,,,1.403,,1203.0,497.0,5442.0,4.51,-0.1,0.879,0.85
K2-189 c,1,6.67932,,,,,,,,2.31,,877.0,140.0,5442.0,4.51,-0.1,0.879,0.85
K2-19 b,1,7.9222,0.2,,,,0.0777,91.5,,7.0,,,,5322.0,4.51,0.06,0.82,0.88
K2-19 c,1,11.8993,0.21,,,,0.0458,91.1,,4.1,,,,5322.0,4.51,0.06,0.82,0.88
K2-19 d,1,2.5081,,,,,0.0124,90.8,,1.11,,,,5322.0,4.51,0.06,0.82,0.88
K2-190 b,1,10.098858,,,,,0.013636,88.35712,17.225461,1.35673729,,,,5631.0,4.38,-0.19,0.912206,0.904597
K2-190 c,1,21.574023,,,,,0.010986,88.97694,27.966545,1.09308317,,,,5631.0,4.38,-0.19,0.912206,0.904597
K2-191 b,1,2.858646,,,,,0.017239,87.05102,8.602679,1.57889322,,,,5176.0,4.57,0.31,0.839696,0.900994
K2-192 b,1,4.162817,,0.43,,,0.0171,,17.64,1.52,0.049,939.0,,5222.0,4.57,0.15,0.81,0.9
K2-193 b,1,14.786889,,0.29,,,0.0369,,26.08,3.95,0.1184,739.0,,5817.0,4.46,0.0,0.98,1.01
K2-194 b,1,39.721386,,,,,0.026065,89.06529,30.98886,3.64229858,,,,5979.0,4.21,0.1,1.281115,1.110086
K2-195 b,1,15.852975,,0.34,,,0.029,,24.33,3.13,0.1208,720.0,,5713.0,4.42,-0.1,0.99,0.94
K2-195 c,1,28.482786,,,,,0.026054,88.53687,27.673288,2.57581891,,,,5712.0,4.55,-0.09,0.906367,0.963364
K2-196 b,1,48.324222,,,,,0.021446,88.27355,23.462939,3.59970536,,,,6045.0,4.08,0.01,1.538801,1.162095
K2-197 b,1,8.357881,,0.45,,,0.0253,,16.29,2.56,0.0806,848.0,,5667.0,4.5,0.08,0.93,1.0
K2-198 b,1,17.0428683,,0.661,,,0.039,88.904,25.86,4.189,,715.8,,5212.9,,,0.757,0.799
K2-198 c,1,3.3596055,,0.715,,,0.013,86.494,8.76,1.423,,1229.9,,5212.9,,,0.757,0.799
K2-198 d,1,7.4500177,,0.047,,,0.022,89.86,14.9,2.438,,943.2,,5212.9,,,0.757,0.799
K2-199 b,1,3.2253993,0.02,0.25,2.017,,0.02346,88.8,12.07,1.73,0.0382,913.0,116.2,4491.0,,-0.01,0.682,0.711
